user_vec,shop_vec,dist_score,distance [m],cosθ,oaiso_score,id,shop_name,URL,genre,oaiso_genre,lat,lng,address,budget_lunch_min,budget_lunch_max,budget_dinner_min,budget_dinner_max,エリア範囲[m],275
"1,0,0,0,1","3.0,0.4,0.0,0.0,3.0",0.7668885069846338,64.10566057922567,0.9955849674,1.2567049810746738,19144,CHAP,https://tabelog.com/tokyo/A1315/A131501/13165247/,串揚げ・串かつ、居酒屋、バー,バー・お酒,35.60736583,139.7343,東京都品川区東大井5-4-9,,,1000,1999
"1,0,0,0,1","3.0,0.0,0.0,0.4,3.0",0.7624878403390848,65.31584390675168,0.9955849674,1.2540243753523042,19360,丸八とんかつ 本店,https://tabelog.com/tokyo/A1315/A131501/13007363/,とんかつ,Ｂ級和食,35.60731841,139.7341943,東京都品川区東大井5-4-10,1000,1999,1000,1999
"1,0,0,0,1","2.4,1.4,0.0,0.0,3.0",0.802721173044201,54.25167741284474,0.933814526219,1.2314101067603143,18898,お魚sun,https://tabelog.com/tokyo/A1315/A131501/13109164/,魚介料理・海鮮料理、居酒屋、和食（その他）,Ｂ級和食,35.60734914,139.7345573,東京都品川区東大井5-5-7,,,3000,3999
"1,0,0,0,1","2.0,1.0,0.0,0.4,3.0",0.7652724553991608,64.55007476523079,0.939557535004,1.211779803666731,18476,三代目 むら上 大井町店,https://tabelog.com/tokyo/A1315/A131501/13094230/,うなぎ,高級和食,35.60730972,139.7351192,東京都品川区東大井5-7-15,2000,2999,2000,2999
"1,0,0,0,1","2.4,1.0,0.4,0.0,3.0",0.7346176511399195,72.98014593652216,0.956989626761,1.206437830596743,20198,ビストロ マケロニ,https://tabelog.com/tokyo/A1315/A131501/13130656/,ビストロ、ワインバー、イタリアン,洋食・西洋料理,35.60752472,139.7346664,東京都品川区東大井5-5-11サンライスビル1F,0,999,4000,4999
"1,0,0,0,1","3.0,0.0,0.0,0.8,2.0",0.6868263563692651,86.12275199845209,0.957299476334,1.178198935321837,18563,プロヴァンス,https://tabelog.com/tokyo/A1315/A131501/13007367/,洋食、シチュー、ハンバーグ,洋食・西洋料理,35.60666278,139.73374,東京都品川区東大井5-17-4,0,999,1000,1999
"1,0,0,0,1","2.0,1.0,0.0,0.0,2.0",0.7014663311407371,82.0967589362973,0.942809041582,1.1751356954041243,18118,くいものや陣 大井町店,https://tabelog.com/tokyo/A1315/A131501/13147758/,居酒屋,居酒屋,35.60709467,139.7337949,東京都品川区東大井5-15-16まめそうビルB1F,,,5000,5999
"1,0,0,0,1","2.4,1.0,0.0,0.0,2.0",0.6830922756916774,87.14962418478869,0.94848734983,1.1688641109631772,19529,かき殻荘,https://tabelog.com/tokyo/A1315/A131501/13158091/,魚介料理・海鮮料理、オイスターバー、バーベキュー,創作料理・無国籍料理,35.6076486,139.7345616,東京都品川区東大井5-4-61F～2F,2000,2999,3000,3999
"1,0,0,0,1","2.0,1.0,0.4,0.0,1.0",0.7946960113422462,56.45859688088229,0.854704323447,1.1670737898533905,18299,MICHI FISH&OYSTER,https://tabelog.com/tokyo/A1315/A131501/13181885/,オイスターバー、バル・バール、居酒屋,創作料理・無国籍料理,35.60699861,139.7352589,東京都品川区東大井5-12-2ユニーブル大井町102,,,6000,7999
"1,0,0,0,1","3.0,0.0,0.0,0.4,3.0",0.5925653381247008,112.04453201570729,0.9955849674,1.1585866852590774,19500,銘華城,https://tabelog.com/tokyo/A1315/A131501/13182810/,中華料理、台湾料理,アジア・エスニック、中華料理,35.60616414,139.7355449,東京都品川区東大井5-25-21,0,999,0,999
